ID,SENTENCE,CATEGORY,ASPECTS,ASPECT CATEGORY,SENTIMENT,ASPECTS_WITH_ASPECT_CATEGORY,ASPECTS_WITH_ASPECT_CATEGORY_AND_SENTIMENT
152, What are some restaurants known for their excellent recommendations for wine pairings?,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
153, Are there any restaurants with a reputation for their efficient takeout or delivery service?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
154, Can you suggest a restaurant with a proactive and responsive customer service team?,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
155, Which restaurants have a reputation for resolving customer issues or complaints promptly?,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
156, Can you recommend a restaurant with a charming outdoor courtyard or garden?,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-POSITIVE
157, Which restaurants have a vibrant and energetic bar area?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
158, Are there any restaurants with a rooftop terrace or skyline view?,RESTAURANT,"['SEATING_PLAN', 'VIEW']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-SEATING_PLAN', 'RESTAURANT-VIEW']","RESTAURANT-SEATING_PLAN-POSITIVE, RESTAURANT-VIEW-POSITIVE"
159, Can you suggest a restaurant with cozy booths or private alcoves for a more intimate dining experience?,RESTAURANT,"['SEATING_PLAN', 'EXPERIENCE']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-SEATING_PLAN', 'RESTAURANT-EXPERIENCE']","RESTAURANT-SEATING_PLAN-POSITIVE, RESTAURANT-EXPERIENCE-POSITIVE"
160, What are some restaurants known for their themed decor and immersive dining atmosphere?,RESTAURANT,"['ATMOSPHERE', 'DECORATION']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-DECORATION']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-DECORATION-POSITIVE"
161, Are there any restaurants with a live music or entertainment stage?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
162, Can you recommend a restaurant with an elegant private event space for larger gatherings?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
163, Which restaurants have a contemporary and minimalist interior design?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
164, Are there any restaurants with a breathtaking ocean or mountain view?,RESTAURANT,['VIEW'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-VIEW'],RESTAURANT-VIEW-POSITIVE
165, Can you suggest a restaurant with a spacious outdoor seating area and comfortable lounge furniture?,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-POSITIVE
166, What are some restaurants known for their indulgent and decadent desserts?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
167, Can you recommend a restaurant with a focus on farm-to-table and sustainable seafood options?,FOOD,"['INGREDIENT', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-INGREDIENT', 'FOOD-MEAL']","FOOD-INGREDIENT-POSITIVE, FOOD-MEAL-POSITIVE"
168, Which restaurants offer unique and experimental tasting menus?,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
169, Are there any restaurants with a selection of small plates or tapas-style dining?,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
170, Can you suggest a restaurant with a reputation for its perfectly executed sushi and sashimi?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
171, What are some restaurants known for their farm-fresh and seasonal vegetarian dishes?,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
172, Are there any restaurants with a selection of artisanal cheeses and charcuterie boards?,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
173, Can you recommend a restaurant with a diverse range of plant-based protein options?,FOOD,"['DIET_OPTION', 'MENU']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-MENU']","FOOD-DIET_OPTION-POSITIVE, FOOD-MENU-POSITIVE"
174, Which restaurants specialize in regional or traditional comfort food from different cultures?,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
175, Are there any restaurants with a focus on organic and locally sourced ingredients in their dishes?,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
176, Can you suggest a restaurant with exceptional attention to dietary restrictions and allergens?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
177, What are some restaurants known for their warm and personalized greetings upon arrival?,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
178, Are there any restaurants with a dedicated sommelier offering personalized wine recommendations?,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
179, Can you recommend a restaurant with a well-trained and knowledgeable staff for wine pairing?,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
180," Which restaurants have a reputation for their impeccable tableside service, such as flambe or carving?",SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
181, Are there any restaurants that offer a complimentary or unique welcome drink upon arrival?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
182, Can you suggest a restaurant with a seamless online ordering system for takeout or delivery?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
183, What are some restaurants known for their prompt and efficient handling of special requests or modifications?,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
184, Can you recommend a restaurant with a charming patio for al fresco dining?,RESTAURANT,"['SEATING_PLAN', 'EXPERIENCE']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-SEATING_PLAN', 'RESTAURANT-EXPERIENCE']","RESTAURANT-SEATING_PLAN-POSITIVE, RESTAURANT-EXPERIENCE-POSITIVE"
185, Which restaurants have a cozy fireplace or hearth for a cozy ambiance?,AMBIENCE,"['ATMOSPHERE', 'FEATURES']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-FEATURES']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-FEATURES-POSITIVE"
186, Are there any restaurants with a stylish and modern industrial decor?,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
187, Can you suggest a restaurant with a rooftop bar offering panoramic city views?,RESTAURANT,['VIEW'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-VIEW'],RESTAURANT-VIEW-POSITIVE
188, What are some restaurants known for their elegant private dining rooms for special events?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
189, Are there any restaurants with a beachfront location and a relaxed coastal vibe?,"AMBIENCE, RESTAURANT","['ATMOSPHERE', 'LOCATION']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-LOCATION']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-LOCATION-POSITIVE"
190, Can you recommend a restaurant with a garden terrace surrounded by lush greenery?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
191, Which restaurants have a contemporary art collection or unique artistic installations?,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
192, Are there any restaurants with a waterfront deck or pier for a serene dining experience?,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
193, Can you suggest a restaurant with a historic building or architectural charm?,RESTAURANT,['BUILDING'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-BUILDING'],RESTAURANT-BUILDING-POSITIVE
194, What are some restaurants known for their vibrant and colorful interior design?,RESTAURANT,"['ATMOSPHERE', 'DECORATION']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-DECORATION']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-DECORATION-POSITIVE"
195, Are there any restaurants with a cozy wine cellar or dedicated wine tasting room?,"DRINK, RESTAURANT",['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
197, Which restaurants have a trendy and Instagram-worthy decor?,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
198, Are there any restaurants with a private outdoor cabana or VIP seating options?,RESTAURANT,"['OPTIONS', 'SEATING_PLAN']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-OPTIONS', 'RESTAURANT-SEATING_PLAN']","RESTAURANT-OPTIONS-POSITIVE, RESTAURANT-SEATING_PLAN-POSITIVE"
199, Can you suggest a restaurant with a chic and sophisticated lounge area?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
200, What are some restaurants known for their intimate and candlelit dining atmosphere?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
201, Are there any restaurants with a chic and upscale rooftop poolside setting?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
202, Can you recommend a restaurant with a chic and modern open kitchen concept?,RESTAURANT,['KITCHEN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-KITCHEN'],RESTAURANT-KITCHEN-POSITIVE
203, Which restaurants have a rustic and charming countryside setting?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
204, What are some restaurants known for their exquisite and artistically presented dishes?,FOOD,['PRESENTATION'],['FOOD'],['POSITIVE'],['FOOD-PRESENTATION'],FOOD-PRESENTATION-POSITIVE
205, Can you suggest a restaurant with a focus on sustainable and locally sourced seafood?,FOOD,"['INGREDIENT', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-INGREDIENT', 'FOOD-MEAL']","FOOD-INGREDIENT-POSITIVE, FOOD-MEAL-POSITIVE"
206, Which restaurants offer a unique and interactive dining experience?,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
207, Are there any restaurants with a selection of small-batch craft beers or microbreweries?,DRINK,['MENU'],['FOOD'],['NEUTRAL'],['FOOD-MENU'],FOOD-MENU-NEUTRAL
208, Can you recommend a restaurant with a diverse and creative menu of plant-based options?,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
209, What are some restaurants known for their authentic and flavorful Indian cuisine?,FOOD,"['CUISINE', 'QUALITY', 'FLAVOR']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-QUALITY', 'FOOD-FLAVOR']","FOOD-CUISINE-POSITIVE, FOOD-QUALITY-POSITIVE, FOOD-FLAVOR-POSITIVE"
210, Are there any restaurants with a selection of handcrafted and artisanal chocolates?,FOOD,"['MENU', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-MENU', 'FOOD-MEAL']","FOOD-MENU-POSITIVE, FOOD-MEAL-POSITIVE"
211, Can you suggest a restaurant with a menu showcasing seasonal and farm-to-table ingredients?,FOOD,"['INGREDIENT', 'MENU']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-INGREDIENT', 'FOOD-MENU']","FOOD-INGREDIENT-POSITIVE, FOOD-MENU-POSITIVE"
212, Which restaurants specialize in traditional and hearty American comfort food?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
213, Are there any restaurants with a focus on organic and locally sourced ingredients in their cocktails?,DRINK,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
214, Can you recommend a restaurant with a wide range of gluten-free options?,FOOD,"['DIET_OPTION', 'MENU']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-MENU']","FOOD-DIET_OPTION-POSITIVE, FOOD-MENU-POSITIVE"
215, What are some restaurants known for their skillfully prepared and succulent barbecue dishes?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
216, Are there any restaurants with a selection of fresh and creative sushi rolls?,FOOD,"['DIET_OPTION', 'MENU', 'QUALITY']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-MENU', 'FOOD-QUALITY']","FOOD-DIET_OPTION-POSITIVE, FOOD-MENU-POSITIVE, FOOD-QUALITY-POSITIVE"
217, Can you suggest a restaurant with a menu highlighting authentic and spicy Mexican cuisine?,FOOD,"['CUISINE', 'MENU', 'QUALITY']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-MENU', 'FOOD-QUALITY']","FOOD-CUISINE-POSITIVE, FOOD-MENU-POSITIVE, FOOD-QUALITY-POSITIVE"
218, Which restaurants have a reputation for their delicious and perfectly cooked steaks?,FOOD,"['TASTE', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-TASTE', 'FOOD-MEAL']","FOOD-TASTE-POSITIVE, FOOD-MEAL-POSITIVE"
219, Are there any restaurants with a focus on artisanal and homemade ice creams and gelatos?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
220, Can you recommend a restaurant with a variety of international street food options?,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
221, What are some restaurants known for their innovative and fusion-style dishes?,FOOD,"['QUALITY', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-MEAL']","FOOD-QUALITY-POSITIVE, FOOD-MEAL-POSITIVE"
222, Are there any restaurants with a selection of gourmet and artisanal pizzas?,FOOD,"['MENU', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-MENU', 'FOOD-MEAL']","FOOD-MENU-POSITIVE, FOOD-MEAL-POSITIVE"
223, Can you suggest a restaurant with a menu featuring seasonal and farm-to-table cocktails?,DRINK,"['INGREDIENT', 'MENU']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-INGREDIENT', 'FOOD-MENU']","FOOD-INGREDIENT-POSITIVE, FOOD-MENU-POSITIVE"
224, Which restaurants have a reputation for their warm and welcoming greetings by the staff?,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
225, Can you recommend a restaurant with a dedicated and attentive sommelier service?,SERVICE,['EXPERIENCE'],['SERVICE'],['POSITIVE'],['SERVICE-EXPERIENCE'],SERVICE-EXPERIENCE-POSITIVE
226, What are some restaurants known for their knowledgeable and passionate waitstaff?,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
227, Are there any restaurants with a concierge service that assists with reservations or special requests?,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
228, Can you suggest a restaurant with a seamless and user-friendly online reservation system?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
229, Which restaurants have a reputation for their prompt and efficient seating of guests?,SERVICE,['WAIT_TIME'],['SERVICE'],['POSITIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-POSITIVE
230, Are there any restaurants with a dedicated children's play area or entertainment zone?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
231, Can you recommend a restaurant with a knowledgeable staff that can accommodate dietary restrictions?,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
232, What are some restaurants known for their exceptional recommendations for food and wine pairing?,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
233, Are there any restaurants with a reputation for their personalized and customized dining experiences?,SERVICE,['EXPERIENCE'],['SERVICE'],['POSITIVE'],['SERVICE-EXPERIENCE'],SERVICE-EXPERIENCE-POSITIVE
234, Can you suggest a restaurant with a quick and attentive order-taking process?,SERVICE,"['BEHAVIOUR', 'WAIT_TIME']","['SERVICE', 'SERVICE']","['POSITIVE', 'POSITIVE']","['SERVICE-BEHAVIOUR', 'SERVICE-WAIT_TIME']","SERVICE-BEHAVIOUR-POSITIVE, SERVICE-WAIT_TIME-POSITIVE"
235, Which restaurants have a reputation for their efficient and friendly takeout or delivery service?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
236, Are there any restaurants with a dedicated staff member who assists with special celebrations or surprises?,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
237, Can you recommend a restaurant with a prompt and friendly customer service team?,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
238, What are some restaurants known for their attention to detail in table setup and presentation?,"FOOD, RESTAURANT","['SEATING_PLAN', 'PRESENTATION']","['RESTAURANT', 'FOOD']","['POSITIVE', 'POSITIVE']","['RESTAURANT-SEATING_PLAN', 'FOOD-PRESENTATION']","RESTAURANT-SEATING_PLAN-POSITIVE, FOOD-PRESENTATION-POSITIVE"
239, Are there any restaurants with a reputation for their ability to accommodate large groups or parties?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-NEUTRAL
240, Can you suggest a restaurant with a well-trained staff that can offer menu recommendations?,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
242, Are there any restaurants with a dedicated parking service or valet options?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
243, Can you recommend a restaurant with a dedicated staff member who assists with coat check or belongings?,STAFF,['EXPERIENCE'],['SERVICE'],['POSITIVE'],['SERVICE-EXPERIENCE'],SERVICE-EXPERIENCE-POSITIVE
244, Can you recommend a restaurant with affordable lunch specials or prix fixe menus?,FOOD,"['DEALS', 'PRICE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DEALS', 'FOOD-PRICE']","FOOD-DEALS-POSITIVE, FOOD-PRICE-POSITIVE"
245, Which restaurants offer budget-friendly options without compromising quality?,FOOD,"['PRICE', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PRICE', 'FOOD-QUALITY']","FOOD-PRICE-POSITIVE, FOOD-QUALITY-POSITIVE"
246, Are there any restaurants known for their happy hour deals or discounted drinks?,"DRINK, FOOD","['DEALS', 'PRICE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DEALS', 'FOOD-PRICE']","FOOD-DEALS-POSITIVE, FOOD-PRICE-POSITIVE"
247, Can you suggest a restaurant with reasonable prices for families or large groups?,FOOD,['PRICE'],['FOOD'],['POSITIVE'],['FOOD-PRICE'],FOOD-PRICE-POSITIVE
248, What are some restaurants known for their value-packed combo meals or meal deals?,FOOD,['DEALS'],['FOOD'],['POSITIVE'],['FOOD-DEALS'],FOOD-DEALS-POSITIVE
249, Are there any restaurants with a reputation for their generous portion sizes?,FOOD,['PORTION'],['FOOD'],['POSITIVE'],['FOOD-PORTION'],FOOD-PORTION-POSITIVE
249, Can you recommend a restaurant with a range of price options to cater to different budgets?,FOOD,['PRICE'],['FOOD'],['POSITIVE'],['FOOD-PRICE'],FOOD-PRICE-POSITIVE
250, Which restaurants have a reputation for their cost-effective catering services?,FOOD,['PRICE'],['FOOD'],['POSITIVE'],['FOOD-PRICE'],FOOD-PRICE-POSITIVE
251, Are there any restaurants known for their weekly specials or promotions?,FOOD,['DEALS'],['FOOD'],['POSITIVE'],['FOOD-DEALS'],FOOD-DEALS-POSITIVE
252, Can you suggest a restaurant with an affordable tasting menu for a culinary experience on a budget?,FOOD,['PRICE'],['FOOD'],['POSITIVE'],['FOOD-PRICE'],FOOD-PRICE-POSITIVE
253, What are some restaurants known for their wallet-friendly happy hour food offerings?,FOOD,['DEALS'],['FOOD'],['POSITIVE'],['FOOD-DEALS'],FOOD-DEALS-POSITIVE
254, Are there any restaurants with a reputation for their discounted rates for seniors or students?,FOOD,['DEALS'],['FOOD'],['POSITIVE'],['FOOD-DEALS'],FOOD-DEALS-POSITIVE
